Generation;Subpop;Best of run;Best of gen;Worst of gen;Average;Sigma;Condition number
152;0;70000.63271406064;69999.75588074993;0.0;62499.69278386035;0.02167647451359926;7.98794451876837
153;0;70000.63271406064;69999.87054650279;59999.91695184294;66665.58695038185;0.022369177846226947;8.07793338558185
154;0;70000.63271406064;69999.83258358833;0.0;55833.178740391966;0.02283154352200741;8.125200512022001
155;0;70000.63271406064;69999.95450628406;0.0;61666.4900843901;0.022657494203866223;8.246528862324787
156;0;70000.63271406064;69999.96869841809;59999.91083022328;66665.74794051438;0.022141345503149536;8.156148226345023
157;0;70000.63271406064;69999.93878164151;59999.90060965736;67499.83402224183;0.022781531366103457;8.458054701079863
158;0;70000.63271406064;69999.78600129938;59999.97866483316;67497.80048101135;0.02285168503922377;8.799047383623373
159;0;70000.63271406064;69999.97970956775;0.0;62499.723065734324;0.02257697762739433;8.755345924697385
160;0;70000.63271406064;69999.88889151913;59999.610294632286;66666.34883295924;0.02302231693364264;9.156117955696539
161;0;70000.63271406064;69999.78670528995;59999.88413630029;69166.06515860549;0.02190470974153123;9.167939414705726
162;0;70000.63271406064;69999.91295505865;59999.930353556745;67499.72585606613;0.021662173508130416;9.271303073932225
163;0;70000.63271406064;69999.66881824775;59999.89160345848;66666.3708062276;0.020824812402175253;9.236511466671201
164;0;70000.63271406064;69999.94263940558;59999.86838088128;68333.12315062831;0.019510843496615603;9.317694805088992
165;0;70000.63271406064;69999.84588346897;0.0;56666.448662836105;0.018540663035639567;9.408120875097918
166;0;70000.63271406064;70000.03539994123;59999.84818496248;68333.08487579545;0.018456058917373418;9.886421585275244
167;0;70000.63271406064;69999.81899661942;59999.83647870303;64999.76452173922;0.018065828349226036;10.18859663005371
168;0;70000.63271406064;69999.96459813205;59999.67165914273;65833.13701686007;0.01796229245346352;10.11946980355868
169;0;70000.63271406064;69999.8040419237;59999.87966741297;66666.44722116682;0.01760092133323122;10.261819340096896
170;0;70000.63271406064;69999.94637053122;59999.84457890841;65833.14771336601;0.018172387178501007;9.992698433242646
171;0;70000.63271406064;69999.95317339532;59999.84164000112;64999.813983100605;0.01796670789861507;9.87434067842135
172;0;70000.63271406064;69999.93273101588;59999.844325036414;66666.47330219757;0.017528595373258706;10.042278697981125
173;0;70000.63271406064;69999.84428299477;59999.86497936733;65833.11656901498;0.01706201212685912;10.254463111009052
174;0;70000.63271406064;69999.8615836146;59999.888211906014;64999.87147919092;0.01731088622083808;10.158686739140064
175;0;70000.63271406064;69999.9085889245;59999.700052196786;65833.13712351477;0.016786411845599647;10.286298703089217
176;0;70000.63271406064;69999.9463280649;59999.91627831105;68333.14971491504;0.016553199239637186;10.092000957697179
177;0;70000.63271406064;69999.98241303141;59999.863515000245;66666.46919690513;0.015950791930420437;9.981694655030683
178;0;70000.63271406064;69999.95867424153;59999.85525054389;65833.16299101623;0.015415808733328772;10.083512933797657
